original_region,original_pdf,prior_cases_count,county,pdf_file
Washoe,Public_Disclosure_1475659.pdf,1,Washoe,Public_Disclosure_1475659.pdf
Washoe,Public_Disclosure_1510126_F_4.24.23_v2.pdf,0,Washoe,Public_Disclosure_1510126_F_4.24.23_v2.pdf
Washoe,Public_Disclosure_1512074.pdf,1,Washoe,Public_Disclosure_1512074.pdf
Washoe,Public_Disclosure_1515678.pdf,0,Washoe,Public_Disclosure_1515678.pdf
Washoe,Public_Disclosure_5_day_1468762.pdf,0,Washoe,Public_Disclosure_5_day_1468762.pdf
Washoe,Public_Disclosure_5_day_1473192.pdf,3,Washoe,Public_Disclosure_5_day_1473192.pdf
Washoe,Public_Disclosure_Fatality_1308762.pdf,0,Washoe,Public_Disclosure_Fatality_1308762.pdf
Washoe,Public_Disclosure_Fatality_1377353.pdf,12,Washoe,Public_Disclosure_Fatality_1377353.pdf
Washoe,Public_Disclosure_Fatality_1480358.pdf,1,Washoe,Public_Disclosure_Fatality_1480358.pdf
Washoe,Public_Disclosure_Fatality_1510830.pdf,0,Washoe,Public_Disclosure_Fatality_1510830.pdf
Washoe,Public_Disclosure_Youth_1_1406075.pdf,3,Washoe,Public_Disclosure_Youth_1_1406075.pdf
Washoe,Public_Disclosure_Youth_2_1406075.pdf,3,Washoe,Public_Disclosure_Youth_2_1406075.pdf
Washoe,Washoe_2024-01-17_ID_1518977.pdf,0,Washoe,Washoe_2024-01-17_ID_1518977.pdf
Washoe,Washoe_Disclosure_1382584.pdf,0,Washoe,Washoe_Disclosure_1382584.pdf
Washoe,Washoe_Disclosure_1421726_1.2.24.pdf,0,Washoe,Washoe_Disclosure_1421726_1.2.24.pdf
